Date, Open, High, Low, Close
11/26/21, 6814.90, 6861.15, 6725.08, 6739.73
11/25/21, 7067.61, 7079.49, 7047.86, 7075.87
11/24/21, 7052.18, 7089.11, 6983.98, 7042.23
11/23/21, 7064.38, 7112.49, 7002.56, 7044.62
11/22/21, 7130.24, 7143.60, 7087.67, 7105.00
11/19/21, 7172.72, 7183.08, 7068.43, 7112.29
11/18/21, 7155.05, 7181.55, 7136.86, 7141.98
11/17/21, 7149.30, 7167.80, 7147.01, 7156.85
11/16/21, 7146.37, 7164.27, 7136.30, 7152.60
11/15/21, 7090.96, 7136.13, 7088.71, 7128.63
11/12/21, 7062.54, 7097.46, 7056.93, 7091.40
11/11/21, 7038.84, 7072.63, 7032.35, 7059.55
11/10/21, 7046.17, 7053.27, 7014.94, 7045.16
11/09/21, 7023.58, 7079.58, 7016.73, 7043.27
11/08/21, 7041.60, 7067.10, 7037.67, 7047.48
11/05/21, 6983.80, 7063.40, 6983.80, 7040.79
11/04/21, 6977.62, 6993.01, 6962.01, 6987.79
11/03/21, 6919.47, 6955.10, 6917.75, 6950.65
11/02/21, 6883.06, 6933.35, 6879.69, 6927.03
11/01/21, 6870.28, 6908.65, 6859.44, 6893.29
10/29/21, 6778.79, 6830.34, 6748.53, 6830.34
10/28/21, 6750.78, 6804.22, 6750.78, 6804.22
10/27/21, 6755.63, 6771.19, 6731.86, 6753.52
10/26/21, 6723.06, 6775.82, 6711.21, 6766.51
10/25/21, 6752.98, 6752.98, 6707.32, 6712.87
10/22/21, 6720.92, 6765.46, 6716.15, 6733.69
10/21/21, 6673.14, 6699.21, 6658.95, 6686.17
10/20/21, 6636.61, 6715.52, 6636.61, 6705.61
10/19/21, 6690.95, 6692.14, 6650.84, 6669.85
10/18/21, 6697.29, 6697.60, 6642.16, 6673.10
10/15/21, 6714.26, 6746.81, 6703.26, 6727.52
10/14/21, 6651.18, 6692.94, 6618.79, 6685.21
10/13/21, 6539.61, 6606.36, 6510.27, 6597.38
10/12/21, 6495.15, 6548.11, 6491.58, 6548.11
10/11/21, 6546.07, 6574.22, 6522.55, 6570.54
10/08/21, 6609.51, 6617.34, 6559.99, 6559.99
10/07/21, 6563.24, 6616.53, 6545.74, 6600.19
10/06/21, 6509.60, 6510.47, 6421.64, 6493.12
10/05/21, 6481.72, 6577.29, 6481.72, 6576.28
10/04/21, 6484.90, 6540.96, 6452.78, 6477.66
10/01/21, 6421.10, 6535.46, 6412.70, 6517.69
09/30/21, 6615.99, 6621.75, 6509.23, 6520.01
09/29/21, 6549.41, 6590.81, 6538.11, 6560.80
09/28/21, 6634.72, 6643.58, 6491.42, 6506.50
09/27/21, 6683.85, 6688.76, 6647.08, 6650.91
09/24/21, 6675.73, 6678.65, 6625.43, 6638.46
09/23/21, 6691.08, 6718.80, 6667.36, 6701.98
09/22/21, 6612.10, 6642.31, 6595.93, 6637.00
09/21/21, 6513.75, 6570.13, 6513.75, 6552.73
